,price_in_crores,price_per_sqft,floorNum,property_type,noOfFloor,SuperBuiltupArea_sqft,BuiltupArea_sqft,CarpetArea_sqft,servantRoom,studyRoom,poojaRoom,storeRoom,otherAdditionalRoom,luxury_class
319,0.88,7963.0,2.0,1,1.0,,,1105.0230006,False,True,False,False,False,0
320,4.5,33333.0,0.0,0,2.0,,1350.0,,True,True,False,False,False,0
321,1.85,6578.0,1.0,1,1.0,2812.0,,,False,False,False,False,False,0
322,1.6,26936.0,1.0,1,1.0,,,593.9525537999999,False,False,False,False,False,0
323,2.9,12619.0,11.0,1,1.0,,,2297.9871459,True,True,False,False,False,0
324,9.9,49500.0,0.0,0,3.0,,2000.0421171,1800.0,False,False,False,False,False,0
325,1.12,5358.0,12.0,1,1.0,,,2090.0284047,True,False,False,False,False,0
326,2.3,14110.0,2.0,1,1.0,1630.0,,,False,True,False,False,False,0
327,0.92,4906.0,4.0,1,1.0,1875.0,,1161.0,True,False,False,False,False,0
328,0.92,4717.0,6.0,1,1.0,,,1949.9899356,False,True,False,False,False,2
329,0.24,7407.0,1.0,1,1.0,,,323.993691,False,False,False,False,False,0
330,0.89,8279.0,3.0,1,1.0,,,1074.9916917,False,False,False,False,True,0
331,9.5,42222.0,0.0,0,2.0,,300.0,250.0,True,False,True,False,False,2
332,0.65,4814.0,3.0,1,1.0,1350.0,,,False,True,False,False,False,0
333,2.0,12121.0,1.0,1,1.0,,,1649.9997638999998,True,False,False,False,False,2
334,9.25,28549.0,0.0,0,4.0,,5000.0,4500.0,True,True,True,True,False,2
335,6.75,19285.0,0.0,1,1.0,4250.0,4000.0,3500.0,True,False,False,False,False,2
336,2.2,10476.0,12.0,1,1.0,2100.0,,,True,False,False,False,False,2
337,5.46,24170.0,0.0,0,2.0,,2259.0,,False,True,True,True,False,2
338,0.35,4037.0,1.0,1,1.0,867.0,737.0,650.0,False,False,False,False,False,0
339,8.5,27139.0,0.0,0,3.0,,3132.0,,False,False,True,True,False,0
340,1.6,8205.0,10.0,1,1.0,1950.0,,1161.0,True,True,True,False,True,0
341,1.55,7568.0,16.0,1,1.0,1995.0,,,True,False,False,False,False,2
342,2.85,14615.0,11.0,1,1.0,1950.0,1920.0,1550.0,False,True,False,False,False,2
343,2.99,11832.0,4.0,1,1.0,2527.0,2200.0,2100.0,True,False,False,False,False,2
344,3.4,14418.0,16.0,1,1.0,2358.0,,1708.0,True,False,False,False,False,2
345,0.75,6849.0,4.0,1,1.0,1095.0,,,False,False,False,False,False,0
346,4.0,9851.0,17.0,1,1.0,,3350.0517093,,False,False,False,False,False,0
347,2.6,12212.0,17.0,1,1.0,,2128.9937589,,True,False,False,False,False,0
348,2.38,11497.0,1.0,1,1.0,2070.0,2061.0,1750.0,False,True,False,False,False,0
349,5.51,16990.0,0.0,0,4.0,,3249.0,,False,False,False,False,False,0
350,4.49,14254.0,3.0,1,1.0,,,3149.9506224,False,False,False,False,False,2
351,1.4,5942.0,20.0,1,1.0,2356.0,,,True,False,True,False,False,0
352,1.75,8139.0,7.0,1,1.0,2150.0,1797.0,,True,False,False,False,False,0
353,7.5,14018.0,20.0,1,1.0,5350.0,,,True,False,True,False,True,2
354,0.9,6206.0,12.0,1,1.0,1725.0,1525.0,1450.0,False,False,False,False,False,0
355,15.5,28233.0,0.0,0,3.0,,5490.0,,True,True,True,True,False,0
356,1.3,10000.0,2.0,1,1.0,1500.0,,1300.0,False,False,False,False,False,0
357,4.85,12999.0,15.0,1,1.0,3731.0,3500.0,3300.0,True,True,True,True,False,2
358,1.1,9565.0,10.0,1,1.0,1640.0,1600.0,1150.0,False,False,True,False,False,0
359,1.45,8787.0,7.0,1,1.0,1650.0,,,True,False,False,False,False,0
360,1.1,9972.0,0.0,1,1.0,,1102.9778577,,False,False,False,False,False,0
361,4.55,14536.0,19.0,1,1.0,3130.0,,,True,False,False,False,False,2
362,1.08,5510.0,1.0,1,1.0,1960.0,,,True,False,False,False,False,0
363,2.95,14727.0,12.0,1,1.0,2003.0,1600.0,1400.0,False,False,False,False,False,0
364,2.0,7479.0,0.0,0,1.0,,2673.9705222,,False,False,False,False,False,0
365,2.0,14214.0,5.0,1,1.0,1407.0,,,False,False,False,False,False,0
366,1.85,9135.0,0.0,1,1.0,,,2025.0143883,True,False,False,False,False,2
367,9.0,38022.0,0.0,0,4.0,,9000.0,6000.0,True,False,False,False,False,2
368,1.6,11034.0,2.0,1,1.0,,,1450.0063161,False,False,True,False,False,0
369,11.0,35530.0,0.0,0,2.0,,3096.0,,True,True,True,True,False,0
370,0.5,7751.0,6.0,1,1.0,,,644.9734872,False,False,False,False,True,0
371,0.99,8215.0,6.0,1,1.0,1205.0,,900.0,False,False,False,False,False,0
372,0.7,5325.0,9.0,1,1.0,1352.0,1350.0,,False,True,False,False,False,0
373,1.85,9310.0,13.0,1,1.0,1987.0,,,False,False,False,False,False,0
374,1.67,14384.0,5.0,1,1.0,1950.0,,1161.0,True,False,False,False,False,0
375,1.13,7000.0,1.0,1,1.0,1610.0,,,False,False,False,False,False,0
376,1.7,8500.0,23.0,1,1.0,1999.0,,,False,False,False,False,False,0
377,1.54,5786.0,21.0,1,1.0,2364.0,,,True,True,True,False,False,0
378,0.85,4637.0,2.0,1,1.0,1833.0,1500.0,1350.0,True,False,False,False,False,0
379,1.25,10656.0,14.0,1,1.0,1900.0,1305.0,1173.0,True,True,False,False,False,0
380,1.05,9722.0,0.0,0,1.0,,1080.0507294,,False,False,False,False,False,0
381,0.9,5325.0,10.0,1,1.0,,1690.0415090999998,,False,False,False,False,False,0
382,2.4,9022.0,8.0,1,1.0,2660.0,,,True,True,False,False,False,2
383,1.32,7787.0,6.0,1,1.0,1695.0,1300.0,1200.0,False,True,False,False,False,0
384,0.7,7701.0,0.0,0,1.0,,909.0,,False,False,False,False,False,2
385,1.25,8784.0,0.0,0,1.0,,1422.9889019999998,,False,True,False,False,True,0
386,0.92,7360.0,3.0,1,1.0,1350.0,1300.0,1250.0,False,False,True,False,False,0
387,0.5,13889.0,0.0,0,3.0,,360.0,,False,False,False,False,False,0
388,8.0,22222.0,0.0,0,3.0,,3600.0,,True,True,True,True,False,2
389,0.48,3840.0,7.0,1,1.0,1250.0,,770.0,False,False,False,False,False,0
390,2.12,16960.0,9.0,1,1.0,,1852.0383546,1250.0,False,False,False,False,False,0
391,1.0,79365.0,0.0,0,0.0,,1134.0,,False,True,False,False,False,0
392,1.3,6500.0,2.0,1,1.0,,2400.0290127,2200.0,True,True,False,True,False,2
393,1.45,11153.0,2.0,1,1.0,,1299.9574107,1090.0,False,False,False,False,False,1
394,0.75,4820.0,16.0,1,1.0,,1556.0308295999998,1261.0,False,False,False,False,False,0
395,1.2,10452.0,2.0,1,1.0,1640.0,,1148.0,False,False,False,True,False,0
396,,,0.0,0,3.0,,6030.0,,False,False,False,False,False,0
397,0.8,5856.0,14.0,1,1.0,1366.0,,,False,False,False,False,False,0
398,1.45,6839.0,3.0,1,1.0,2120.0,1616.0,,True,False,False,False,False,0
399,9.0,21251.0,0.0,0,,,5200.0,4235.0,True,False,True,True,False,2
400,1.6,8376.0,8.0,1,1.0,1910.0,1895.0,1800.0,False,False,False,False,True,2
401,0.88,7978.0,2.0,1,1.0,,1102.9778577,,False,False,False,False,False,0
402,0.85,6538.0,0.0,1,1.0,1300.0,,,False,False,False,False,False,2
403,0.32,5470.0,17.0,1,1.0,,999.967239,585.0,False,False,False,False,False,0
404,0.71,5420.0,10.0,1,1.0,1310.0,1100.0,1000.0,False,False,False,False,True,0
405,6.5,12037.0,0.0,0,1.0,,48600.0,,True,False,False,False,False,2
406,2.5,14611.0,19.0,1,1.0,1711.0,1480.0,1111.44,False,False,False,False,False,0
407,1.25,6902.0,11.0,1,1.0,,,1811.0278575,True,True,False,False,False,0
408,1.0,5747.0,2.0,1,1.0,1740.0,,,False,False,False,True,False,2
409,0.5,3704.0,0.0,0,2.0,,1350.0095921999998,,False,False,False,False,False,0
410,2.15,10306.0,10.0,1,1.0,2086.0,1950.0,1750.0,True,False,False,False,False,0
411,0.55,8461.0,7.0,1,1.0,650.0,,,False,False,False,False,False,0
412,1.5,7641.0,20.0,1,1.0,1963.0,,1700.0,True,False,False,False,False,2
413,1.2,6217.0,8.0,1,1.0,,,1929.969063,True,False,True,False,False,0
414,12.0,38095.0,0.0,0,3.0,,3150.0,,True,False,False,True,False,2
415,1.15,11500.0,4.0,1,1.0,1450.0,1400.0,1000.0,False,False,True,False,False,0
416,1.55,10000.0,6.0,1,1.0,1550.0,,,False,False,False,True,False,2
417,1.5,12500.0,17.0,1,1.0,1400.0,1300.0,1200.0,False,False,False,True,False,0
418,5.4,18126.0,19.0,1,1.0,2979.0,,,True,True,False,False,False,2
419,2.1,13975.0,3.0,1,1.0,1381.0,,,False,False,False,False,False,0
420,0.47,6811.0,0.0,1,1.0,,,689.9666309999999,False,False,False,False,False,0
421,3.15,20349.0,0.0,0,2.0,,1548.0,,False,False,False,True,False,2
422,1.04,7172.0,0.0,0,2.0,,,1450.0063161,False,False,False,False,True,2
423,0.35,9722.0,0.0,0,,,360.0527895,,False,False,False,False,False,0
424,1.01,8080.0,5.0,1,1.0,1423.0,,1250.0,False,False,False,True,False,2
425,0.85,5102.0,5.0,1,1.0,1666.0,,,False,False,False,False,False,0
426,6.3,35000.0,0.0,0,2.0,,1800.0,,True,False,False,True,False,0
427,1.9,9227.0,1.0,1,1.0,,,2059.0283439,True,False,False,False,False,0
428,1.25,9259.0,3.0,1,1.0,1350.0,,,False,True,False,False,False,0
429,7.5,7500.0,23.0,1,1.0,10000.0,,,True,False,True,False,True,0
430,1.6,7302.0,7.0,1,1.0,2191.0,2000.0,1800.0,False,False,False,False,True,2
431,0.5,7812.0,0.0,1,1.0,640.0,,,False,False,False,False,False,0
432,1.65,8237.0,3.0,1,1.0,2003.0,1771.32,1302.01,False,True,False,False,False,2
433,0.45,7188.0,2.0,1,1.0,,,626.0290055999999,False,False,False,False,False,2
434,2.82,12818.0,2.0,1,1.0,2403.0,2400.0,2200.0,True,False,False,False,False,2
435,0.32,6722.0,0.0,1,1.0,,475.9801001999999,,False,False,False,False,False,0
436,2.58,17695.0,0.0,0,2.0,,,1299.9574107,False,False,False,False,False,0
437,1.65,6345.0,11.0,1,1.0,2364.0,,,True,False,False,False,False,0
438,1.02,7950.0,4.0,1,1.0,,1282.9504329,734.43,False,True,False,False,False,0
439,13.2,27155.0,0.0,0,2.0,,4860.981756,,False,False,False,False,False,0
440,1.85,11716.0,7.0,1,1.0,1579.0,,,False,False,False,False,False,0
441,1.5,8108.0,4.0,1,1.0,1850.0,1700.0,1550.0,False,False,True,False,False,2
442,0.88,4746.0,8.0,1,1.0,1854.0,1668.0,1501.0,True,False,True,False,False,0
443,2.25,6367.0,0.0,0,10.0,,3534.0069312,2000.0,False,False,False,False,False,0
444,1.75,10000.0,4.0,1,1.0,1750.0,1466.0,1460.0,False,False,False,False,False,0
445,1.76,9513.0,0.0,1,1.0,1850.0,,,False,False,False,False,False,0
446,1.05,6163.0,7.0,1,1.0,1671.0,,,False,False,False,True,False,0
447,1.45,6744.0,4.0,1,1.0,2150.0,1797.0,1660.0,True,False,False,False,False,0
448,2.5,12920.0,2.0,1,1.0,215.0,,,False,False,False,False,False,0
449,1.4,9675.0,11.0,1,1.0,1720.0,,1447.0,True,False,False,False,False,1
450,2.87,11903.0,16.0,1,1.0,2411.0,,1808.0,True,False,False,False,False,2
451,0.35,6076.0,11.0,1,1.0,576.0,,480.53,False,False,False,False,False,0
452,1.7,9444.0,0.0,0,1.0,,16200.0,,True,False,False,False,False,0
453,0.78,6446.0,3.0,1,1.0,,,1209.9711231,False,False,True,False,False,0
454,,,0.0,0,3.0,,2160.0,,True,True,False,False,False,1
455,2.1,10500.0,11.0,1,1.0,2000.0,1600.0,1500.0,True,False,False,False,False,2
456,1.99,7297.0,9.0,1,1.0,,,2727.0365985,True,False,True,False,False,2
457,1.9,9105.0,8.0,1,1.0,1889.0,,,True,False,False,False,False,0
458,7.56,18000.0,23.0,1,1.0,,4199.9700429,,True,False,True,False,False,2
459,1.72,8000.0,5.0,1,1.0,2150.0,,1300.0,True,False,False,False,False,0
460,0.75,3309.0,3.0,1,1.0,2115.0,,,True,False,False,False,False,0
461,2.65,10685.0,6.0,1,1.0,2480.0,2470.0,2000.0,True,False,False,False,False,2
462,0.65,5000.0,12.0,1,1.0,1300.0,,,False,True,False,False,False,0
463,2.15,4134.0,12.0,1,1.0,5200.0,4600.0,4000.0,False,True,False,False,False,0
464,1.25,10245.0,4.0,1,1.0,1220.0,,694.0,False,False,False,False,False,0
465,2.4,11257.0,10.0,1,1.0,2132.0,1800.0,1400.0,True,False,False,False,False,1
466,0.35,6003.0,4.0,1,1.0,583.0,,,False,False,False,False,False,0
467,0.95,7929.0,5.0,1,1.0,1198.0,,,False,False,False,False,False,2
468,3.6,11920.0,7.0,1,1.0,,,3020.0302286999995,True,False,True,False,False,1
469,3.55,24500.0,0.0,0,3.0,,1449.0,,True,False,False,False,False,2
470,0.4,4444.0,3.0,1,1.0,,,899.9705151,False,False,False,False,False,0
471,0.47,6811.0,0.0,1,1.0,,,689.9666309999999,False,False,False,False,False,0
472,26.0,82540.0,0.0,0,4.0,,400.0,350.0,True,True,True,True,False,2
473,2.55,12318.0,8.0,1,1.0,2070.0,2060.0,1760.0,False,True,False,False,False,2
474,1.5,8264.0,11.0,1,1.0,1815.0,,1071.33,True,False,False,False,False,2
475,0.3,60000.0,0.0,0,3.0,,450.0,,False,False,False,False,False,0
476,0.95,10383.0,14.0,1,1.0,,915.0399891,675.0,False,False,False,False,False,0
477,0.85,7706.0,2.0,1,1.0,,,1102.9778577,False,True,False,False,False,0
478,0.37,7400.0,2.0,1,1.0,500.0,425.0,366.48,False,False,False,False,False,2
479,1.6,10139.0,0.0,1,1.0,1578.0,,,False,False,True,False,False,0
480,1.91,16608.0,11.0,1,1.0,,,1150.0161444,False,False,False,False,False,1
481,0.46,4842.0,4.0,1,1.0,950.0,800.0,700.0,False,False,False,False,False,1
482,0.33,3911.0,14.0,1,1.0,767.0,,,False,False,False,False,True,2
483,19.5,22222.0,0.0,0,2.0,,8775.0,,True,True,True,True,False,2
484,3.5,14583.0,17.0,1,1.0,2400.0,,2050.0,True,False,False,True,False,2
485,0.47,10601.0,0.0,0,2.0,,50.0,48.0,False,True,False,False,False,2
486,0.36,5658.0,10.0,1,1.0,,,644.9734872,False,True,False,False,False,0
487,0.7,5177.0,7.0,1,1.0,,,1351.947096,False,True,False,False,False,2
488,0.75,5319.0,19.0,1,1.0,,1409.9645709,,False,False,False,False,False,0
489,1.42,7760.0,10.0,1,1.0,1920.0,,,False,False,False,False,False,0
490,4.35,13501.0,0.0,0,2.0,,3222.0,,True,True,True,True,False,2
491,1.75,11666.0,11.0,1,1.0,2025.0,1900.0,1500.0,True,False,False,False,False,0
492,4.95,15906.0,10.0,1,1.0,3112.0,,,True,False,False,False,False,2
493,0.42,7174.0,18.0,1,1.0,,,585.4490648999999,False,False,False,False,False,0
494,1.45,15664.0,20.0,1,1.0,,118.0,86.0,False,True,False,False,False,0
495,1.85,9641.0,21.0,1,1.0,1815.0,,,True,False,True,False,False,0
496,1.33,16985.0,4.0,1,1.0,,1422.9889019999998,783.0,False,True,False,False,False,0
497,2.3,8897.0,10.0,1,1.0,2585.0,,,True,False,False,False,True,0
498,1.65,7449.0,8.0,1,1.0,2215.0,1900.0,1700.0,False,False,False,False,True,0
499,6.0,26086.0,18.0,1,1.0,,,2300.0322888,True,False,False,False,False,2
500,1.05,6402.0,6.0,1,1.0,1640.0,,,False,False,False,False,True,0
501,7.46,10260.0,0.0,0,2.0,,6349.953426299999,,True,False,True,False,False,2
502,0.75,5245.0,13.0,1,1.0,,1429.9854434999995,,False,False,False,False,False,0
503,3.23,26875.0,4.0,1,1.0,2150.0,,1200.0,True,False,False,False,False,0
504,4.5,25000.0,0.0,0,4.0,,1800.0,,False,False,False,False,False,2
505,1.9,9452.0,6.0,1,1.0,2010.0,,1500.0,False,False,False,True,False,0
506,0.5,6983.0,1.0,1,1.0,,,716.0152931999999,False,False,False,False,False,0
507,8.5,26235.0,0.0,0,,,3240.0,,True,False,True,True,False,0
508,6.0,25000.0,1.0,1,1.0,,,2400.0290127,True,False,False,False,False,2
509,0.95,5491.0,9.0,1,1.0,,1729.9756151999998,,False,False,False,False,False,2
510,1.32,8516.0,10.0,1,1.0,1550.0,,,False,False,False,False,False,0
511,0.28,4307.0,3.0,1,1.0,650.0,,550.0,False,False,False,False,False,0
512,1.0,5649.0,13.0,1,1.0,1770.0,,,False,False,False,False,False,0
513,1.9,6702.0,2.0,1,1.0,,2834.9986158,,False,False,False,False,False,0
514,0.85,7522.0,0.0,0,1.0,,1129.9952718,,False,False,False,False,False,0
515,0.36,7588.0,9.0,1,1.0,583.0,,481.0,False,False,False,True,False,1
516,3.9,18636.0,2.0,1,1.0,,2200.0355649,,False,False,False,False,False,0
517,0.6,5698.0,0.0,0,2.0,,1053.0,,False,True,False,False,False,2
518,1.05,8571.0,8.0,1,1.0,1740.0,,1225.0,False,False,True,False,False,2
519,0.42,4666.0,0.0,0,1.0,,8100.0,,False,False,False,False,False,0
520,1.33,16985.0,4.0,1,1.0,,1422.9889019999998,783.0,False,True,False,False,False,0
521,1.45,8000.0,0.0,0,1.0,,1800.0486692999998,900.0,False,False,False,False,False,0
522,0.82,9854.0,12.0,1,1.0,,,77.31,False,True,False,False,False,0
523,2.3,14603.0,27.0,1,1.0,2100.0,,1575.0,True,False,False,False,False,2
524,5.9,17543.0,9.0,1,1.0,3363.0,,,False,True,False,False,False,1
525,1.0,10000.0,1.0,1,1.0,,999.967239,,False,False,False,False,False,0
526,0.5,9698.0,6.0,1,1.0,,,515.591289,False,False,False,False,False,0
527,7.35,29697.0,0.0,0,3.0,,2475.0,,True,True,True,True,False,2
528,6.95,15444.0,0.0,0,2.0,,3500.0,,True,True,True,True,False,0
529,4.0,16032.0,22.0,1,1.0,2905.0,,2495.0,True,False,False,False,False,2
530,2.9,14478.0,11.0,1,1.0,2003.0,,,False,False,False,False,False,0
531,5.3,27390.0,0.0,0,3.0,,1935.0,,True,False,False,False,False,2
532,2.0,15151.0,1.0,1,1.0,,,1319.9782833,True,False,False,False,False,1
533,7.05,46906.0,0.0,0,4.0,,1503.0,,False,False,False,False,True,1
534,2.0,10167.0,12.0,1,1.0,,,1966.9969134,False,False,False,False,False,0
535,1.45,8033.0,12.0,1,1.0,1805.0,1350.0,1100.0,False,False,False,False,False,2
536,16.0,26667.0,0.0,0,3.0,,6000.018712199999,,False,False,False,False,False,0
537,7.9,20000.0,34.0,1,1.0,,3950.0320527,2900.0,False,False,False,False,False,0
538,1.55,8539.0,11.0,1,1.0,1815.0,,1071.33,True,False,False,False,False,2
539,2.25,6944.0,0.0,0,1.0,,,3240.0445491,False,False,False,False,False,0
540,1.3,8756.0,10.0,1,1.0,1480.0,,,False,True,False,False,False,0
541,1.98,9900.0,9.0,1,1.0,,,2000.0421171,True,False,False,False,False,2
542,7.99,12519.0,0.0,0,2.0,,6382.029878099999,,True,False,True,True,False,2
543,2.1,16653.0,8.0,1,1.0,1261.0,,800.0,False,False,False,False,False,0
544,14.0,39886.0,0.0,0,4.0,,3510.0,,True,False,False,False,False,0
545,12.39,45889.0,0.0,0,4.0,,2700.0,,True,False,True,False,False,2
546,5.5,9482.0,11.0,1,1.0,5800.0,,,True,True,True,False,False,0
547,0.5,14838.0,2.0,1,1.0,,,336.910383,False,False,False,False,False,1
548,2.0,11111.0,0.0,0,2.0,,1800.0,,False,False,False,False,False,0
549,3.85,15437.0,0.0,0,4.0,,,2493.997947,True,False,False,False,False,2
550,1.17,6708.0,15.0,1,1.0,1744.0,1630.0,1290.0,False,False,False,False,False,2
551,1.3,9622.0,3.0,1,1.0,1351.0,,,False,False,False,False,False,0
552,1.1,8800.0,1.0,1,1.0,,,1250.0128682999998,False,False,False,False,False,0
553,1.42,8606.0,7.0,1,1.0,1650.0,,1022.58,True,False,False,False,False,0
554,0.5,5000.0,2.0,1,1.0,1000.0,,,False,False,False,False,False,0
555,0.37,7916.0,0.0,0,1.0,,479.9627469,,False,False,False,False,False,0
556,1.3,4666.0,11.0,1,1.0,2786.0,,,True,False,False,False,True,0
557,,,0.0,0,2.0,,24300.0,,False,False,False,False,False,0
558,2.41,14785.0,2.0,1,1.0,,1629.9788913,1625.0,False,False,False,False,False,2
559,0.95,7850.0,3.0,1,1.0,,1209.9711231,,False,False,False,False,False,0
560,0.24,53.0,10.0,1,1.0,,,45965.9859858,False,False,False,False,True,0
561,1.15,6552.0,15.0,1,1.0,1755.0,,,False,False,False,False,False,0
562,8.45,235376.0,0.0,0,2.0,,3231.0,,True,True,False,False,False,2
563,1.07,5246.0,10.0,1,1.0,,2039.9762232,,True,True,False,False,False,0
564,0.81,3129.0,2.0,1,1.0,2588.0,1900.0,1877.0,True,False,False,False,False,0
565,1.2,8433.0,2.0,1,1.0,,1422.9889019999998,920.0,False,False,False,False,False,0
566,1.05,7075.0,0.0,0,3.0,,1484.0202717,1225.0,False,False,False,False,False,0
567,4.5,33333.0,0.0,0,4.0,,160.0,150.0,True,False,False,True,False,2
568,0.7,4117.0,0.0,0,2.0,,15300.0,,False,False,False,False,False,0
569,1.69,8622.0,3.0,1,1.0,,,1960.0003719,False,False,True,False,False,0
570,0.9,3648.0,7.0,1,1.0,2467.0,,,False,False,False,False,False,0
571,0.38,4222.0,0.0,0,3.0,,8100.0,,False,False,False,False,False,0
572,1.8,8866.0,0.0,1,1.0,2030.0,,1785.0,True,False,False,False,False,0
573,2.3,11817.0,7.0,1,1.0,,1777.0139018999998,,True,False,False,False,False,0
574,0.9,6588.0,4.0,1,1.0,1366.0,,,False,False,False,False,False,0
575,1.87,7780.0,7.0,1,1.0,2408.0,2225.0,2175.0,False,False,False,False,False,0
576,8.0,25543.0,0.0,0,4.0,,,3131.9748927,False,False,False,False,False,0
577,0.75,12500.0,0.0,0,3.0,,5400.0,,False,False,False,False,False,0
578,5.5,16959.0,3.0,1,1.0,3243.0,2803.0,2388.0,True,False,False,False,False,0
579,2.05,9950.0,0.0,1,1.0,2087.0,,,False,False,False,False,False,0
580,3.3,26570.0,0.0,0,,,1242.0,,False,False,False,False,False,0
581,0.82,9111.0,0.0,0,2.0,,900.0,,False,False,False,False,False,0
582,1.0,8474.0,12.0,1,1.0,,,1180.0474533,False,False,False,False,False,0
583,4.6,12198.0,0.0,0,,,3771.0,,False,False,False,False,False,0
584,1.65,5933.0,6.0,1,1.0,,,2784.9464343,False,False,False,False,False,0
585,1.05,10627.0,2.0,1,1.0,,,988.0192989,False,False,False,False,False,0
586,4.3,13870.0,4.0,1,1.0,,,3100.00608,True,True,True,False,False,0
587,6.95,38611.0,0.0,0,4.0,,1728.0,,True,False,False,True,False,2
588,1.15,6534.0,12.0,1,1.0,1760.0,1186.0,1130.0,True,True,False,False,False,2
589,1.25,6597.0,14.0,1,1.0,1743.0,,,True,True,True,False,True,1
590,7.25,29336.0,0.0,0,0.0,,2727.0,,False,False,False,False,False,2
591,0.8,5161.0,0.0,1,1.0,1550.0,,,False,False,False,False,False,0
592,0.6,10000.0,2.0,1,1.0,600.0,,,False,False,False,False,False,0
593,0.93,6404.0,3.0,1,1.0,,,1452.051459,True,False,False,False,False,2
594,2.5,16129.0,4.0,1,1.0,1550.0,,,False,True,False,False,False,0
595,1.1,8494.0,2.0,1,1.0,,,1295.0060121,False,False,False,False,False,0
596,1.64,10123.0,0.0,0,4.0,,1620.0,,True,True,False,False,False,2
597,8.35,19513.0,16.0,1,1.0,4279.0,,,True,False,True,False,False,0
598,2.4,8889.0,0.0,0,2.0,,2700.0,,True,True,True,False,False,0
599,0.65,11111.0,0.0,0,,,585.0,,False,False,False,False,False,0
600,1.45,10139.0,4.0,1,1.0,,1429.9854434999995,760.0,False,False,False,False,False,0
601,7.5,38760.0,0.0,0,4.0,,1935.0,,True,True,True,True,False,2
602,2.0,12911.0,3.0,1,1.0,,,1549.0342881,False,False,False,False,True,0
603,0.5,4761.0,5.0,1,1.0,1050.0,850.0,645.0,False,False,False,False,True,0
604,0.35,5495.0,5.0,1,1.0,,637.0081938,,False,False,False,False,False,0
605,0.9,8159.0,3.0,1,1.0,1103.0,,,False,True,False,False,True,0
606,3.9,13425.0,39.0,1,1.0,2905.0,,2150.0,True,False,False,False,True,0
607,3.45,13269.0,11.0,1,1.0,2600.0,,,True,True,False,False,False,2
608,2.35,13224.0,18.0,1,1.0,1777.0,,,True,False,False,False,False,0
609,2.15,14257.0,31.0,1,1.0,,,1508.0237909999998,False,False,False,False,False,0
610,1.85,8078.0,14.0,1,1.0,2290.0,,,True,True,True,True,False,0
611,1.3,6914.0,16.0,1,1.0,1880.0,,,False,False,False,False,False,0
612,0.6,105263.0,0.0,0,2.0,,513.0,,False,False,False,False,True,0
613,0.38,8254.0,0.0,0,1.0,,52.5,,False,False,False,False,True,0
614,0.55,5000.0,1.0,1,1.0,1100.0,,,False,False,False,False,False,2
615,1.7,5666.0,0.0,0,1.0,,3000.0093560999994,2600.0,False,False,False,False,False,0
616,0.98,9074.0,0.0,0,1.0,,,1080.0507294,False,False,False,False,False,0
617,8.6,12285.0,0.0,0,3.0,,6999.9859512,,False,False,False,False,False,2
618,5.5,21605.0,0.0,0,2.0,,2430.0,,True,False,False,False,False,0
619,0.66,5076.0,4.0,1,1.0,1300.0,,960.0,False,True,False,False,False,0
620,0.95,5007.0,4.0,1,1.0,1897.0,,,True,False,False,False,False,0
621,1.65,8707.0,8.0,1,1.0,1895.0,,,True,False,False,False,False,0
622,0.78,5777.0,9.0,1,1.0,1350.0,,,False,True,False,False,False,0
623,1.55,7750.0,5.0,1,1.0,2000.0,,,True,False,False,False,False,2
624,2.75,12500.0,8.0,1,1.0,,2200.0355649,,True,True,False,False,False,1
625,4.5,15625.0,0.0,0,3.0,,2880.0,,True,True,True,True,False,1
626,2.2,6875.0,0.0,0,6.0,,28800.0,,True,False,False,False,False,1
627,6.0,24489.0,6.0,1,1.0,2450.0,,,True,False,False,False,True,2
628,2.25,9266.0,2.0,1,1.0,2428.0,2350.0,2050.0,True,False,False,False,False,0
629,1.12,6453.0,10.0,1,1.0,1741.0,1485.0,1335.0,False,False,False,False,True,0
630,1.35,5014.0,0.0,1,1.0,,,2691.9462519,True,True,True,True,False,0
631,3.1,13778.0,0.0,0,2.0,,2250.0,,False,False,False,False,False,0
632,0.4,5000.0,1.0,1,1.0,800.0,,,False,False,False,False,False,1
